factor	motif	correlation	abs_correlation	pval	permutation_pval	combined	p_adj	-log10(p-value)	motif_stddev
EGR1	GM.5.0.Ets.0025	0.05454286181275342	0.05454286181275342	0.346663029641753	0.3254339250493096	0.3589799900167922	0.45325756315251536	0.34365494044150174	0.005770129075128961
ETS1	GM.5.0.Ets.0025	0.05961944747145495	0.05961944747145495	0.334369605662568	0.3719526627218935	0.38361785629117207	0.4648108650911846	0.33272372873735456	0.005770129075128961
ERG	GM.5.0.Ets.0025	0.18936977918603579	0.18936977918603579	0.12782093247723367	0.13023668639053254	0.08482510535773223	0.19923823734162202	0.7006273091209093	0.005770129075128961
ETS2	GM.5.0.Ets.0026	0.34569089960909644	0.34569089960909644	0.03002238169177616	0.05000986193293883	0.011262636391398347	0.06363337700370908	1.1963150282778547	0.008777985448997692
ELF3	GM.5.0.Ets.0026	0.7120362864797319	0.7120362864797319	0.00010274595380977303	0.014388560157790949	2.1324803014988517e-05	0.0022482669064489216	2.6481521321078225	0.008777985448997692
ETS1	GM.5.0.Ets.0026	-0.2103524374894873	0.2103524374894873	0.1077373508470072	0.036597633136094765	0.025770336124200436	0.10280719198484217	0.9879765027524492	0.008777985448997692
ETS1	GM.5.0.Ets.0027	0.2723085899109139	0.2723085899109139	0.06350294459132427	0.0006804733727810231	0.0004774669730654609	0.01377308576150368	1.8609687482645638	0.010003440674837917
ETS1	GM.5.0.Ets.0028	0.09019125832328986	0.09019125832328986	0.26896079007371965	0.3029191321499013	0.2857661370432108	0.3932561518943268	0.4053244747749574	0.018591929529090827
ETS2	GM.5.0.Ets.0029	-0.34777240669444753	0.34777240669444753	0.029244058360261227	0.048570019723865876	0.010733600834123584	0.062303183810155864	1.2054897595069307	0.009287644212565052
ETS1	GM.5.0.Ets.0030	0.10411865983987138	0.10411865983987138	0.24376725838264307	0.2708481262327416	0.24545960776533365	0.35677268570542686	0.4476084023382054	0.01713681763323556
ETS1	GM.5.0.Ets.0031	-0.2275556135318572	0.2275556135318572	0.09352973267866882	0.01688362919132147	0.011765854093426738	0.06459833922913433	1.1897786472199954	0.013607826615632982
FLI1	GM.5.0.Ets.0032	0.0182167620872475	0.0182167620872475	0.4458766628897562	0.45094674556213016	0.5236014181250931	0.5634161601059108	0.24917070058032506	0.014524462647725837
ETS2	GM.5.0.Ets.0032	0.07827169618999809	0.07827169618999809	0.29266090338103423	0.40545364891518737	0.37158388057033187	0.45988104030981664	0.3373544948803174	0.014524462647725837
ERG	GM.5.0.Ets.0032	0.25681789026721946	0.25681789026721946	0.0729877460237526	0.047396449704142044	0.023062417525877895	0.09732286691963214	1.0117851061834988	0.014524462647725837
ELF3	GM.5.0.Ets.0033	0.7222616516718058	0.7222616516718058	7.281044105923228e-05	0.01025641025641022	1.128188716132078e-05	0.0015045552386861877	2.8225918628150883	0.014455791329510727
ETS1	GM.5.0.Ets.0035	-0.034431996547844186	0.034431996547844186	0.39892113251360384	0.4246548323471401	0.47017515207339233	0.5300502587036913	0.2756829491863055	0.011630197914180372
ETS2	GM.5.0.Ets.0038	0.18756700500236925	0.18756700500236925	0.129655881488942	0.26565088757396454	0.15046317964153186	0.2686842493598783	0.570757791760299	0.007976688523535832
ETV5	GM.5.0.Ets.0038	-0.13938367938534515	0.13938367938534515	0.18812469400030774	0.08532544378698215	0.0823768778209264	0.19785085107848685	0.7036620772256232	0.007976688523535832
ETS1	GM.5.0.Ets.0044	-0.17980654849016267	0.17980654849016267	0.13764551596793817	0.09146942800788949	0.06767095223147297	0.17808145324071833	0.7493813089176685	0.012074033433381353
FLI1	GM.5.0.Ets.0048	0.16037614479658502	0.16037614479658502	0.16051680725166817	0.021459566074950656	0.022978864997095293	0.09732286691963214	1.0117851061834988	0.02440276938739026
ETS2	GM.5.0.Ets.0048	-0.31309956079986084	0.31309956079986084	0.04261523074125362	0.0924556213017752	0.025754201387361498	0.10280719198484217	0.9879765027524492	0.02440276938739026
FOXQ1	GM.5.0.Forkhead.0001	-0.40461466448525313	0.40461466448525313	0.014647977954033609	0.004516765285996094	0.0007028606536220921	0.01657611589246651	1.7805172255399073	0.021985136690514776
FOXN2	GM.5.0.Forkhead.0002	0.05176612909046832	0.05176612909046832	0.3536026130625149	0.20909270216962525	0.26650569587733963	0.37689071773591576	0.4237845584530553	0.013199718031566422
FOXQ1	GM.5.0.Forkhead.0002	-0.39745960098724314	0.39745960098724314	0.016058024535929527	0.007583826429980345	0.001219430449330073	0.02177554373803702	1.6620309917976448	0.013199718031566422
FOXQ1	GM.5.0.Forkhead.0003	0.3597765485838861	0.3597765485838861	0.025530655923454618	0.038067061143984234	0.007713089543623391	0.05313758646375183	1.274598175354395	0.01607192182509451
FOXF1	GM.5.0.Forkhead.0003	-0.11046254891388109	0.11046254891388109	0.23262733084337017	0.2358086785009863	0.2141040403706838	0.32440006116770276	0.4889190725718764	0.01607192182509451
FOXO3	GM.5.0.Forkhead.0004	-0.2642354157067289	0.2642354157067289	0.06819624547120451	0.0702859960552269	0.030391777143724454	0.10802764387579783	0.9664650959344003	0.012669064152115512
FOXQ1	GM.5.0.Forkhead.0005	-0.37484594079834554	0.37484594079834554	0.021244212234392323	0.02310650887573973	0.004231044103433724	0.03795480944963351	1.420733184588128	0.012246540219937714
FOXO3	GM.5.0.Forkhead.0006	0.31767210331584567	0.31767210331584567	0.04072306852994245	0.008560157790927008	0.0031239759756584652	0.03095630175548767	1.509250928580873	0.007763151558092488
FOXQ1	GM.5.0.Forkhead.0007	0.1306408331249793	0.1306408331249793	0.20120406507476887	0.342120315581854	0.2530430872698829	0.36426548071480264	0.4385819823276355	0.00652972539205253
FOXO3	GM.5.0.Forkhead.0007	-0.08210826184208027	0.08210826184208027	0.2844057660833438	0.37515779092702173	0.34545960454914537	0.44175101529554134	0.3548224436621844	0.00652972539205253
TCF12	GM.5.0.Forkhead.0008	0.28980286454034265	0.28980286454034265	0.05387965644103119	0.025719921104536497	0.010506283526408594	0.062303183810155864	1.2054897595069307	0.013541482415598877
FOXQ1	GM.5.0.Forkhead.0008	-0.3290273679288579	0.3290273679288579	0.03601382069467174	0.07552268244575944	0.01878655067547815	0.08861580507301015	1.0524888126068703	0.013541482415598877
FOXN2	GM.5.0.Forkhead.0009	-0.10560326268271356	0.10560326268271356	0.24087190678025383	0.0013806706114398715	0.002995968177729732	0.03095630175548767	1.509250928580873	0.00916794315554268
FOXQ1	GM.5.0.Forkhead.0010	-0.10167319158702043	0.10167319158702043	0.24768629261264297	0.38097633136094666	0.3171159772262452	0.4157989211882585	0.38111664180251537	0.01720159178151178
FOXQ1	GM.5.0.Forkhead.0011	-0.3092983618521699	0.3092983618521699	0.044303999328549226	0.10369822485207092	0.02932484584442322	0.10624944146530152	0.9736733442816515	0.011564674467852103
FOXO3	GM.5.0.Forkhead.0012	0.327834073276217	0.327834073276217	0.03657693007120173	0.004053254437869782	0.001455361918970294	0.023583069405633095	1.6273996708619307	0.013955322789958223
FOXQ1	GM.5.0.Forkhead.0013	-0.3679304033700219	0.3679304033700219	0.023085875753633522	0.029358974358974277	0.00562331179972058	0.042527444647840015	1.3713307120116607	0.0284136047153109
FOXN2	GM.5.0.Forkhead.0014	-0.07396439305904225	0.07396439305904225	0.30134269167820715	0.08192307692307699	0.116065105246411	0.23182366276518684	0.6348422366905805	0.011110370892304051
FOXQ1	GM.5.0.Forkhead.0014	0.1781507759015273	0.1781507759015273	0.13968700602906822	0.28097633136094674	0.16632972893244077	0.2835165834075695	0.5474215333433393	0.011110370892304051
FOXQ1	GM.5.0.Forkhead.0015	0.40709054375923814	0.40709054375923814	0.014264481654007	0.0035305719921105093	0.0005487559498086231	0.014191964219188528	1.8479574924551736	0.015831815629478982
FOXO3	GM.5.0.Forkhead.0016	0.32802003768513965	0.32802003768513965	0.0365011120903101	0.003964497041420145	0.0014240462915206776	0.023583069405633095	1.6273996708619307	0.017860924019932212
FOXN2	GM.5.0.Forkhead.0017	-0.04825802462478532	0.04825802462478532	0.3619225873235693	0.22675542406311633	0.2872547712613948	0.39431695693765534	0.4041545464213072	0.011135696488667763
FOXQ1	GM.5.0.Forkhead.0017	0.012504130708480082	0.012504130708480082	0.46273532250618993	0.4829191321499014	0.5583255214606158	0.5814257426076386	0.23550574376450864	0.011135696488667763
FOXO3	GM.5.0.Forkhead.0017	-0.003172934935339495	0.003172934935339495	0.49030005455537373	0.49256410256410255	0.5846498988417638	0.5940147696719136	0.2262027565217243	0.011135696488667763
FOXN2	GM.5.0.Forkhead.0019	0.05332500304609772	0.05332500304609772	0.3496870060290682	0.19946745562130175	0.25548607571446463	0.36602527055196804	0.4364889296809693	0.007582292389309987
FOXQ1	GM.5.0.Forkhead.0019	-0.39948488312522273	0.39948488312522273	0.015640815812665188	0.0064102564102563875	0.001023443487059806	0.018725654823502535	1.7275629863782254	0.007582292389309987
FOXO3	GM.5.0.Forkhead.0019	0.32761528610400453	0.32761528610400453	0.036661001300935823	0.0041222879684417535	0.0014806519605188493	0.023583069405633095	1.6273996708619307	0.007582292389309987
FOXQ1	GM.5.0.Forkhead.0020	-0.31971423403893884	0.31971423403893884	0.039781708562396045	0.08851084812623267	0.023411802058372195	0.09732286691963214	1.0117851061834988	0.01216593158172197
FOXN2	GM.5.0.Forkhead.0025	-0.07511548672952396	0.07511548672952396	0.29887944661267085	0.076094674556213	0.10879159995757975	0.22454956539354573	0.6486877811595722	0.011924640840117818
FOXN2	GM.5.0.Forkhead.0026	-0.07116911539119113	0.07116911539119113	0.30742351756263375	0.09658777120315576	0.13411988669479796	0.2511330978742036	0.6000960460410864	0.012607785289793214
FOXQ1	GM.5.0.Forkhead.0026	0.24936218586746534	0.24936218586746534	0.07787129128372997	0.1852958579881657	0.0755875011856422	0.19119010727835983	0.7185345831141563	0.012607785289793214
FOXQ1	GM.5.0.Forkhead.0030	-0.20037996846467881	0.20037996846467881	0.11681613440205907	0.2555325443786982	0.1346715155249033	0.25125282747183453	0.5998890422142167	0.012151485478643814
FOXQ1	GM.5.0.Forkhead.0033	-0.21445327288216948	0.21445327288216948	0.1041897128149174	0.23640039447731753	0.11585616127250994	0.23182366276518684	0.6348422366905805	0.012242573500329389
FOXQ1	GM.5.0.Forkhead.0034	-0.349655643702102	0.349655643702102	0.028631429490676652	0.04964497041420113	0.010740301404231302	0.062303183810155864	1.2054897595069307	0.012761270199032376
FOXQ1	GM.5.0.Forkhead.0036	0.09373047741737983	0.09373047741737983	0.26230573390966183	0.38761341222879686	0.3340973211286536	0.43086342035936054	0.3656603752790571	0.018739199359564605
FOXO3	GM.5.0.Forkhead.0037	-0.05782496297358071	0.05782496297358071	0.33816050470714953	0.41203155818540427	0.41394241637259477	0.4843320004359533	0.3148568356125018	0.009289689020474558
FOXQ1	GM.5.0.Forkhead.0038	0.2851737800206742	0.2851737800206742	0.056310797767426236	0.13456607495069037	0.04457530140357151	0.13480433892209126	0.8702961290203177	0.00842856751714793
FOXQ1	GM.5.0.Forkhead.0039	0.2487726277266283	0.2487726277266283	0.07827080448193371	0.18626232741617357	0.07622112276830612	0.19119010727835983	0.7185345831141563	0.010139108076705197
FOXN2	GM.5.0.Forkhead.0041	0.06441933725746048	0.06441933725746048	0.3230741953082378	0.13524654832347138	0.18048210750753196	0.2968455715584407	0.5274694256399888	0.012726611079278378
FOXQ1	GM.5.0.Forkhead.0043	-0.3218617442430101	0.3218617442430101	0.03888686054807167	0.08536489151873772	0.022267425093468886	0.09732286691963214	1.0117851061834988	0.0255734015725303
FOXQ1	GM.5.0.Forkhead.0044	-0.2632065367242507	0.2632065367242507	0.06882237329864171	0.16969428007889542	0.06364906272029001	0.17295940956600547	0.7620558059454794	0.014688957906827525
FOXN2	GM.5.0.Forkhead.0045	0.07902747722920035	0.07902747722920035	0.29108488256606097	0.05760355029585796	0.08531837740151911	0.19923823734162202	0.7006273091209093	0.018966280379487322
FOXN2	GM.5.0.Forkhead.0046	0.07202547948672602	0.07202547948672602	0.3059577265796578	0.09212031558185402	0.12877601138813743	0.24701280956803856	0.6072805245522119	0.011263139593954915
FOXQ1	GM.5.0.Forkhead.0047	0.013775657819777224	0.013775657819777224	0.45898086365353147	0.48142011834319526	0.5545635304502603	0.5811193718912375	0.23573464690636617	0.010828284145332157
FOXQ1	GM.5.0.Forkhead.0049	-0.3915066434103986	0.3915066434103986	0.017299089344915863	0.010749506903352968	0.0017833239717308864	0.025235716581097446	1.5979843587409563	0.015273707691331715
FOXQ1	GM.5.0.Forkhead.0050	-0.016678934740059506	0.016678934740059506	0.4500490998363339	0.48299802761341226	0.5491144772540371	0.5800105799047977	0.236564084450225	0.010779352697653923
FOXQ1	GM.5.0.Forkhead.0051	-0.4082301477636558	0.4082301477636558	0.013996251066627496	0.0034911242603550274	0.0005338976276010446	0.014191964219188528	1.8479574924551736	0.02035162936626535
FOXQ1	GM.5.0.Forkhead.0054	-0.21462364306855208	0.21462364306855208	0.10404563067410866	0.23613412228796848	0.1156273184233657	0.23182366276518684	0.6348422366905805	0.009540550538935051
FOXQ1	GM.5.0.Forkhead.0055	0.4180095311452065	0.4180095311452065	0.012379803320883554	0.001232741617356936	0.0001845097902241224	0.007283281193057463	2.13767292247251	0.011790457563587715
FOXN2	GM.5.0.Forkhead.0056	0.08724650513844817	0.08724650513844817	0.27461475513030337	0.027218934911242627	0.04407266358894536	0.13439211252320088	0.8716262192894035	0.008297528917992058
FOXQ1	GM.5.0.Forkhead.0058	0.22792837730295373	0.22792837730295373	0.093388098535398	0.2147830374753451	0.09846797498446036	0.21406081518360948	0.669462825031701	0.012921667469779867
FOXQ1	GM.5.0.Forkhead.0060	0.33579496804672393	0.33579496804672393	0.033552044427658245	0.06626232741617358	0.015804524530213762	0.07993443505804135	1.0972660900978182	0.010324523258284344
ETS1	GM.5.0.GATA.0008	0.05247971844577042	0.05247971844577042	0.35181368640452104	0.3871301775147929	0.4077279309752909	0.4797377432780773	0.318996112152043	0.017655032238334825
TFCP2L1	GM.5.0.Grainyhead.0001	0.1908389171401161	0.1908389171401161	0.12632975226264917	0.00865877712031562	0.008551851994961458	0.056262184177378015	1.2497834119189515	0.03024362690733725
TGIF1	GM.5.0.Homeodomain.0001	0.21960995609179226	0.21960995609179226	0.10003755927651184	0.1266173570019724	0.0680037986074467	0.17833163970484273	0.7487715972049792	0.009539766375224582
PRRX2	GM.5.0.Homeodomain.0002	-0.28509371890123647	0.28509371890123647	0.0562756165456656	0.13196252465483238	0.043835290282748914	0.13439211252320088	0.8716262192894035	0.006576436679811739
HOXB2	GM.5.0.Homeodomain.0003	0.17871912031104584	0.17871912031104584	0.13906129785835192	0.1611735700197238	0.10754015415843846	0.22342137290534306	0.6508752838127759	0.006209549012369439
IRX3	GM.5.0.Homeodomain.0004	-0.04746766660211206	0.04746766660211206	0.36394449340439516	0.3683333333333334	0.40343496497607084	0.4784202532935071	0.32019044334358665	0.016072810847284322
IRX1	GM.5.0.Homeodomain.0004	-0.0033191112199485798	0.0033191112199485798	0.48986990641655126	0.4939349112426036	0.5853025530500588	0.5940147696719136	0.2262027565217243	0.016072810847284322
PITX1	GM.5.0.Homeodomain.0005	-0.3936471617165113	0.3936471617165113	0.016844601116286828	0.0714003944773175	0.009288751163519533	0.058542549349913015	1.2325283692870508	0.013981179546088214
PITX2	GM.5.0.Homeodomain.0005	0.4193644940774845	0.4193644940774845	0.012168785933106677	0.04985207100591722	0.005100365240998878	0.04168946236406462	1.379973705589116	0.013981179546088214
PRRX1	GM.5.0.Homeodomain.0006	0.284217253931238	0.284217253931238	0.056822988795165515	0.29227810650887576	0.08466591137690091	0.19923823734162202	0.7006273091209093	0.007946805834397974
SHOX	GM.5.0.Homeodomain.0006	0.31465619203901646	0.31465619203901646	0.04203078881474951	0.02315581854043387	0.007722662566065267	0.05313758646375183	1.274598175354395	0.007946805834397974
MSX1	GM.5.0.Homeodomain.0006	0.026740168863958722	0.026740168863958722	0.42116447745743985	0.32021696252465487	0.405062481121836	0.4784202532935071	0.32019044334358665	0.007946805834397974
HOXB2	GM.5.0.Homeodomain.0006	0.16864665487304817	0.16864665487304817	0.1505034481793892	0.17940828402366862	0.12452745112087303	0.24195748274781026	0.6162609424091171	0.007946805834397974
LMX1B	GM.5.0.Homeodomain.0006	0.29422624864335534	0.29422624864335534	0.05161931540000282	0.06807692307692306	0.02337209062478679	0.09732286691963214	1.0117851061834988	0.007946805834397974
PRRX2	GM.5.0.Homeodomain.0006	-0.12199868583880694	0.12199868583880694	0.2139920544994195	0.34877712031558195	0.26832508229574575	0.37827784158234834	0.4221890976719934	0.007946805834397974
ALX4	GM.5.0.Homeodomain.0006	0.17309185083921544	0.17309185083921544	0.14533628491893638	0.0761439842209073	0.06090809212392724	0.1667192302662242	0.7780143034903528	0.007946805834397974
FOSB	GM.5.0.Homeodomain.0007	-0.4018031266492316	0.4018031266492316	0.015184579014366206	0.045285996055226874	0.005695267006338209	0.042527444647840015	1.3713307120116607	0.011992744847294921
FOS	GM.5.0.Homeodomain.0007	-0.43750458147406307	0.43750458147406307	0.009603774112775798	0.0083826429980276	0.0008394411252669178	0.01657611589246651	1.7805172255399073	0.011992744847294921
NKX3-1	GM.5.0.Homeodomain.0012	0.00375186806565807	0.00375186806565807	0.48890301733182256	0.4719132149901381	0.5690822129869426	0.5873632883953183	0.2310932014046089	0.014649784076336998
HOXB3	GM.5.0.Homeodomain.0013	0.1588415312457349	0.1588415312457349	0.16244114314490743	0.03826429980276132	0.03779564632532612	0.12487548345372068	0.9035228173975791	0.008632009552830293
HOXB2	GM.5.0.Homeodomain.0013	0.20794564189029005	0.20794564189029005	0.11005623400058752	0.11093688362919138	0.0659980517395726	0.1761513836465461	0.754113941141837	0.008632009552830293
PRRX2	GM.5.0.Homeodomain.0013	-0.12804912823315615	0.12804912823315615	0.20467098913089088	0.341094674556213	0.2556484999545105	0.36602527055196804	0.4364889296809693	0.008632009552830293
MSX1	GM.5.0.Homeodomain.0015	-0.052922082557810134	0.052922082557810134	0.3501698210863513	0.15806706114398428	0.2155381618534225	0.3252587955534545	0.4877709505429101	0.005356879175648219
LMX1B	GM.5.0.Homeodomain.0016	0.06711773080568152	0.06711773080568152	0.3169165722439045	0.3924457593688363	0.3836239006552577	0.4648108650911846	0.33272372873735456	0.0072876982935765845
HOXB2	GM.5.0.Homeodomain.0018	0.01678616405883591	0.01678616405883591	0.4500585421125519	0.4680670611439842	0.5387612480788637	0.5763948091453338	0.2392799389782581	0.008421745308716238
HOXB2	GM.5.0.Homeodomain.0019	0.2839974469978818	0.2839974469978818	0.05694168170436584	0.023550295857988176	0.01021078618502859	0.062303183810155864	1.2054897595069307	0.011689951814394473
LMX1B	GM.5.0.Homeodomain.0019	0.31510808163736725	0.31510808163736725	0.041833550155972433	0.048826429980276205	0.014693402136254393	0.07496633742986934	1.1251337066122424	0.011689951814394473
HLX	GM.5.0.Homeodomain.0019	0.17345124130890818	0.17345124130890818	0.14492418201910837	0.2090532544378698	0.1362362713567914	0.2522893914014655	0.5981010108881681	0.011689951814394473
HOXB3	GM.5.0.Homeodomain.0020	0.13142093263198007	0.13142093263198007	0.20004916977912074	0.08591715976331357	0.08703079514878438	0.2007729331437625	0.6972948362413356	0.00712532809049317
HOXB2	GM.5.0.Homeodomain.0020	0.2571538112981744	0.2571538112981744	0.0727708534418845	0.046627218934911244	0.02268631931711193	0.09732286691963214	1.0117851061834988	0.00712532809049317
VTN	GM.5.0.Homeodomain.0022	-0.06959406085589241	0.06959406085589241	0.3109155510792172	0.008954635108481268	0.019165480577199145	0.08983819020562099	1.0465390055403316	0.0035502391481808675
HOXB2	GM.5.0.Homeodomain.0022	0.036851933758545445	0.036851933758545445	0.3927823240589198	0.43006903353057196	0.4693217617600831	0.5300502587036913	0.2756829491863055	0.0035502391481808675
IRX2	GM.5.0.Homeodomain.0023	-0.0354165350223788	0.0354165350223788	0.39619518234084516	0.4359664694280079	0.476044464223655	0.5332589691098251	0.27306183123315786	0.015898103438874205
IRX1	GM.5.0.Homeodomain.0023	-0.005224218785585366	0.005224218785585366	0.48416040678724803	0.49162721893491124	0.5796832806370347	0.5925556325415872	0.22727086933202317	0.015898103438874205
IRX5	GM.5.0.Homeodomain.0023	0.02432974254523569	0.02432974254523569	0.4281115447563893	0.43420118343195263	0.49866272421818825	0.545185194116095	0.2634559470431451	0.015898103438874205
IRX3	GM.5.0.Homeodomain.0023	-0.009678903875623993	0.009678903875623993	0.47081483346622466	0.47280078895463507	0.5570319707458888	0.5814257426076386	0.23550574376450864	0.015898103438874205
POU6F1	GM.5.0.Homeodomain.0025	0.04538130855528918	0.04538130855528918	0.3699641892931582	0.1669428007889546	0.23373863919291027	0.34440860391882655	0.4629260076603255	0.0065025230177444635
HOXB2	GM.5.0.Homeodomain.0025	0.2673239748437391	0.2673239748437391	0.06643606529858573	0.037199211045364965	0.017306956455052293	0.0837433376857369	1.0770497338005207	0.0065025230177444635
EMX2	GM.5.0.Homeodomain.0025	0.2944007131950852	0.2944007131950852	0.05153307594387797	0.08549309664694277	0.028306109276802563	0.10468435396918453	0.9801182227395698	0.0065025230177444635
HOXB3	GM.5.0.Homeodomain.0026	-0.08952681360905862	0.08952681360905862	0.26984388769986156	0.19550295857988165	0.20796613177414644	0.3176672073943174	0.49802761483211755	0.01449604970471505
EMX2	GM.5.0.Homeodomain.0026	-0.20407432252454427	0.20407432252454427	0.11337334060738313	0.19354043392504938	0.10574747963501013	0.2214136748918838	0.6547955598498765	0.01449604970471505
MSX1	GM.5.0.Homeodomain.0026	-0.07667761726209417	0.07667761726209417	0.29557590890651453	0.06065088757396453	0.09001924977610186	0.20279364835906277	0.6929456515369681	0.01449604970471505
BARX2	GM.5.0.Homeodomain.0026	0.371502837566037	0.371502837566037	0.02222299159287701	0.01575936883629197	0.003136905244556084	0.03095630175548767	1.509250928580873	0.01449604970471505
HOXB2	GM.5.0.Homeodomain.0028	-0.2249474760110308	0.2249474760110308	0.09557604879208814	0.0848816568047337	0.04716964624674043	0.1387342536668836	0.8578162978172164	0.014112615070117598
HOXB2	GM.5.0.Homeodomain.0031	-0.10595268028011533	0.10595268028011533	0.2402685103585267	0.2952958579881657	0.2586688650802508	0.3682069721447075	0.4339079922162913	0.0050576547799066765
PITX2	GM.5.0.Homeodomain.0034	0.08508928914848018	0.08508928914848018	0.2788493012715598	0.41298816568047336	0.3640737615533888	0.4545445805266239	0.3424235159024306	0.008474320177081097
TGIF1	GM.5.0.Homeodomain.0035	-0.19302956233887178	0.19302956233887178	0.12391413823492381	0.17496055226824447	0.10474432514517394	0.22005110324616375	0.6574764497208043	0.007120674315309372
SNAI1	GM.5.0.Homeodomain.0035	0.21518709787273457	0.21518709787273457	0.10374753451676526	0.05238658777120321	0.033777850618557884	0.11606806378228919	0.935287260287974	0.007120674315309372
MEIS2	GM.5.0.Homeodomain.0035	0.04969135314173389	0.04969135314173389	0.3588549666372907	0.32443786982248524	0.36680034636768466	0.45697717570724833	0.3401054907658969	0.007120674315309372
PRRX1	GM.5.0.Homeodomain.0043	0.52034868224713	0.52034868224713	0.003326898596947672	0.09715976331360948	0.0029211626738853947	0.03095630175548767	1.509250928580873	0.0070072527582664985
ALX4	GM.5.0.Homeodomain.0043	0.11815596014673586	0.11815596014673586	0.22050211926644012	0.1876824457593689	0.17318748621611624	0.28864459961194394	0.5396365635097914	0.0070072527582664985
IRX2	GM.5.0.Homeodomain.0046	-0.2754049606912282	0.2754049606912282	0.06162819813392639	0.03278106508875733	0.01455488522575398	0.0747682460227088	1.1262828072842244	0.01261401352607582
IRX1	GM.5.0.Homeodomain.0046	-0.39433468601535	0.39433468601535	0.01670317680137645	0.041429980276134204	0.005727029212575788	0.042527444647840015	1.3713307120116607	0.01261401352607582
IRX5	GM.5.0.Homeodomain.0046	-0.18394689360534444	0.18394689360534444	0.13320100158070702	0.03889546351084816	0.03244689607551314	0.11318684677504583	0.9462040387388772	0.01261401352607582
IRX3	GM.5.0.Homeodomain.0046	-0.17668058308988432	0.17668058308988432	0.14106634772755877	0.02373767258382642	0.0224329090481668	0.09732286691963214	1.0117851061834988	0.01261401352607582
HLX	GM.5.0.Homeodomain.0048	0.08703472616156115	0.08703472616156115	0.2750228712912838	0.35652859960552263	0.3257575034736014	0.4241634159812518	0.3724667920255562	0.014231419898496585
PITX1	GM.5.0.Homeodomain.0049	-0.4410338679862796	0.4410338679862796	0.009177682655587827	0.03376725838264305	0.002813704814128395	0.03095630175548767	1.509250928580873	0.013515445841977659
PITX2	GM.5.0.Homeodomain.0049	0.4018665497651275	0.4018665497651275	0.015246618266258167	0.06477317554240627	0.007821827326028527	0.05333064085928541	1.2730231974913393	0.013515445841977659
HOXB2	GM.5.0.Homeodomain.0050	0.30675786188148557	0.30675786188148557	0.04557381062291043	0.010828402366863941	0.004250938658358953	0.03795480944963351	1.420733184588128	0.006710708333981674
MEIS2	GM.5.0.Homeodomain.0056	0.16391702192507573	0.16391702192507573	0.15616825436792708	0.03927021696252467	0.037373722683144824	0.12402784076264875	0.9064808169955555	0.011391406840350851
PITX1	GM.5.0.Homeodomain.0062	0.5277303961908695	0.5277303961908695	0.0030332088351728713	0.0019033530571992685	7.541199011731652e-05	0.003942762506887611	2.404199381956583	0.01654843872571439
BARX2	GM.5.0.Homeodomain.0064	-0.41475992177431276	0.41475992177431276	0.012873809224054789	0.0014694280078895172	0.00022464935684498783	0.008424350881687043	2.074463552695441	0.026052290510266547
MEIS2	GM.5.0.Homeodomain.0067	0.09468945196466132	0.09468945196466132	0.26053827968721593	0.1776824457593689	0.18854072977223285	0.30382179022797967	0.5173810815713095	0.013408518428256962
MEIS2	GM.5.0.Homeodomain.0071	-0.005857187925019152	0.005857187925019152	0.48227090240183523	0.47989151873767255	0.5701339652690556	0.5873632883953183	0.2310932014046089	0.007614604732314711
HOXB2	GM.5.0.Homeodomain.0072	0.054984686079235394	0.054984686079235394	0.3455758389637276	0.39570019723865874	0.4088168276648241	0.4797377432780773	0.318996112152043	0.008577696597210888
PRRX2	GM.5.0.Homeodomain.0072	0.1423839317707857	0.1423839317707857	0.1842289507183125	0.32711045364891517	0.2295446002097662	0.3388945869238674	0.4699353679813568	0.008577696597210888
HOXB2	GM.5.0.Homeodomain.0075	0.2445564473194009	0.2445564473194009	0.08115986123351092	0.06030571992110453	0.030930981984249525	0.10891190839524481	0.9629246320202212	0.021835243538353415
PITX1	GM.5.0.Homeodomain.0078	0.25480019971882284	0.25480019971882284	0.0742865835746359	0.22381656804733724	0.0847415174387604	0.19923823734162202	0.7006273091209093	0.014252658441925362
TGIF1	GM.5.0.Homeodomain.0084	-0.3051002577930669	0.3051002577930669	0.04623036356260579	0.018431952662721907	0.0068746902465579495	0.04905319299649179	1.3093327180368521	0.009043628898741838
MSX1	GM.5.0.Homeodomain.0086	-0.029831232515129497	0.029831232515129497	0.4118280946186019	0.2978895463510848	0.3800827225794411	0.46351551534078184	0.3339357240564632	0.007885413271307923
PRRX1	GM.5.0.Homeodomain.0087	-0.6270248639626214	0.6270248639626214	0.0007271252115770288	0.018846153846153846	0.00016715351701098892	0.006964729875457871	2.157095722868593	0.010935339582425985
ALX4	GM.5.0.Homeodomain.0087	-0.10607014975958237	0.10607014975958237	0.24006658553303395	0.2136193293885601	0.20361340939685968	0.3135730124181617	0.5036613218237638	0.010935339582425985
TGIF1	GM.5.0.Homeodomain.0091	-0.062467662985483056	0.062467662985483056	0.3271202456390673	0.39952662721893484	0.3966412424461496	0.47445124694515506	0.3238084076213065	0.008687162418387205
MEIS2	GM.5.0.Homeodomain.0091	-0.15457463734285037	0.15457463734285037	0.1675605354819757	0.050522682445759415	0.04886131613235053	0.1420387096870655	0.8475932815853804	0.008687162418387205
